,Unnamed: 0,Unnamed: 0.1,open,high,low,adjclose,amount,volume,str07,pct_index_300,pct_vol_300,adjclose_8,true_adjclose_8,buy_profit,sell_profit
61.0,61,2017-02-17,24.0,24.35,23.69,23.71,853864640.0,35575002,65536,-0.5664166373625656,5.8397223963487335,24.440882,24.229999999999997,0.7308817291259757,0.0
65.0,65,2017-02-23,24.2,24.47,24.11,24.27,595987584.0,24552943,65536,-0.4710925679702882,-3.1898383436335767,24.45756,24.149999999999995,0.0,-0.1875595855712895
66.0,66,2017-02-24,24.28,24.42,24.06,24.29,529317152.0,21864194,65536,0.01525917565901036,-4.019835772526471,24.46064,23.97,0.0,-0.1706399536132821
79.0,79,2017-03-15,23.72,23.94,23.7,23.85,309482976.0,12988607,65536,0.2010593949703265,2.6297931615032466,24.260366,24.14,0.4103664398193345,0.0
82.0,82,2017-03-20,24.06,24.46,24.05,24.29,574084416.0,23653561,65536,0.1102788604130822,-14.47752583090487,24.270319,23.08,0.0,0.019681015014647585
84.0,84,2017-03-22,24.02,24.04,23.69,23.73,537702528.0,22572872,65536,-0.4702352618748739,19.642526886559946,24.319149,23.84,0.589149017333984,0.0
94.0,94,2017-04-07,23.77,23.98,23.71,23.83,456594176.0,19161147,65536,0.09703902904056873,2.5782534506641586,22.49247,22.720000000000002,0.0,1.337530212402342
95.0,95,2017-04-10,23.8,23.81,23.53,23.59,443683296.0,18771515,65536,-0.35025273919249145,1.136317337224679,22.470818,22.459999999999997,0.0,1.119182434082031
99.0,99,2017-04-14,23.36,23.41,23.08,23.09,318860384.0,13745996,65536,-0.7986752291176513,4.225410365679383,22.673021,22.88,0.0,0.41697868347167955
107.0,107,2017-04-26,22.93,23.11,22.82,22.88,310618720.0,13527304,65536,0.12234922129514825,18.993805690500444,22.964743,22.679999999999996,0.0,-0.08474266052246193
108.0,108,2017-04-27,22.77,22.78,22.45,22.73,341441760.0,15102852,65536,0.044700131778308005,10.14685818957577,23.045189,22.83,0.3151889038085933,0.0
109.0,109,2017-04-28,22.64,22.73,22.56,22.69,217327504.0,9598042,65536,-0.2022212422244873,-17.572060632566878,23.17598,22.679999999999996,0.0,-0.4859796142578112
110.0,110,2017-05-02,22.69,22.7,22.33,22.35,331845152.0,14766776,65536,-0.3828766625481483,-8.692988908620247,23.25073,23.16,0.9007305145263658,0.0
112.0,112,2017-05-04,22.4,22.68,22.33,22.48,235914256.0,10479845,65536,-0.25606994166645913,12.885894459434025,23.422466,23.14,0.9424662780761714,0.0
115.0,115,2017-05-09,22.11,22.79,22.1,22.68,556387392.0,24654563,65536,-0.18697098079378804,-37.96193104530777,23.66979,22.96,0.9897902679443362,0.0
116.0,116,2017-05-10,22.59,23.36,22.49,22.83,919119040.0,40007423,65536,-0.4423524919985877,19.94350311627981,23.68672,22.6,0.0,-0.8567198944091814
124.0,124,2017-05-22,22.91,23.02,22.59,22.6,276750304.0,12129294,65536,0.21710709931401784,29.473898202166467,24.350985,24.32,1.7509845733642564,0.0
