Unnamed: 0,Unnamed: 0.1,open,high,low,adjclose,amount,volume,str07,pct_index_300,pct_vol_300,low_1,true_low_1,buy_profit,sell_profit
59,2005-04-07,8.21,8.46,8.21,8.37,2237254.0,266855,821,1.136947188957138,45.31298300197144,8.262811,8.24,-0.022810707092284943,0.01838929290771496
66,2005-04-18,8.24,8.28,8.12,8.21,623076.0,76100,824,-1.0584346254927768,-17.394205278051444,8.037553,8.15,0.11244716644287145,0.15319716644287062
68,2005-04-20,8.05,8.05,7.9,8.0,561852.0,70600,802,-1.5550424996635168,-3.928501144570884,7.727646,7.67,-0.05764587402343757,-0.01929587402343813
78,2005-05-11,7.82,7.93,7.73,7.74,1092996.0,139950,796,-1.2299031848249875,-13.838747796310216,7.4875216,7.65,0.16247835159301793,0.20072835159301672
79,2005-05-12,7.75,7.79,7.65,7.77,648935.0,83832,774,-1.7774574485779238,13.123941956948464,7.405125,7.69,0.28487485885620156,0.32332485885620077
80,2005-05-13,7.78,7.87,7.69,7.84,678739.0,87200,777,0.19417037321352024,9.934635027647644,7.7023873,7.73,0.02761266708374066,0.0662626670837394
81,2005-05-16,7.9,7.92,7.73,7.84,262977.0,33650,784,-1.3824729026297389,-26.86210093708209,7.529284,7.75,0.22071599960327148,0.2594659996032709
93,2005-06-01,7.8,8.08,7.7,7.73,926719.0,117304,784,-2.151994859512829,12.124045148138695,7.413439,7.56,0.1465612030029293,0.18436120300292824
95,2005-06-03,7.51,7.68,7.45,7.6,944025.0,125501,763,-0.04276741855862021,-16.538623698383482,7.5365725,7.5,-0.03657245635986328,0.0009275436401363635
96,2005-06-06,7.6,7.79,7.5,7.65,795980.0,103900,760,2.5634756671515824,13.5221954078953,7.6967554,7.5,-0.19675540924072266,-0.159255409240723
99,2005-06-09,8.15,8.19,7.98,8.09,3135274.0,387309,813,0.7540545613124783,0.7110798129284612,7.8680563,7.81,-0.058056297302246485,-0.0190062973022469
100,2005-06-10,8.03,8.05,7.81,7.87,2193808.0,276500,809,-1.976769669077372,-32.43736014657001,7.624796,7.8,0.17520408630371076,0.21420408630370957
107,2005-06-21,8.1,8.1,7.93,8.0,1550809.0,193460,811,-1.1133670249155905,-32.736263459688104,7.8241067,7.930000000000001,0.10589330673217834,0.1455433067321774
123,2005-07-13,8.45,8.46,8.31,8.4,1208941.0,144249,845,-0.656241929046042,-37.29870906151954,8.103453,8.27,0.1665473175048824,0.20789731750488194
124,2005-07-14,8.33,8.45,8.27,8.35,527246.0,63200,840,0.3970551741252493,-0.3923249268367289,8.224793,8.2,-0.024793434143067117,0.016206565856931476
